1,17,NACAOME
2,17,ALIANZA
3,17,AMAPALA
4,17,ARAMECINA
5,17,CARIDAD
6,17,GOASCORÁN
7,17,LANGUE
8,17,SAN FRANCISCO DE CORAY
9,17,SAN LORENZO
1,18,YORO
2,18,ARENAL
3,18,EL NEGRITO
4,18,EL PROGRESO
5,18,JOCÓN
6,18,MORAZÁN
7,18,OLANCHITO
8,18,SANTA RITA
9,18,SULACO
10,18,VICTORIA
11,18,YORITO
